locationFips,location,year,count_birth,rate_fertility,rate_birth,count_crudeDeathDup,rate_deathCrudeTenThousand,rate_naturalIncrease,count_pregnancies,rate_pregnancy,count_abortions,rate_abortion,count_fetalDeaths,rate_fetalDeaths,count_noPreviousBirths,percent_noPreviousBirths,count_fourPlusBirths,percent_fourPlusBirths,count_liveBirthWithInOneYr,percent_liveBirthWithInOneYr,count_birth15To17Yr,count_birth18To19Yr,count_birth15To19Yr,count_pregnancy15To17Yr,count_pregnancy18To19Yr,count_pregnancy15To19Yr,rate_birth15To17Yr,rates_birth18To19Yr,rate_birth15To19Yr,rate_pregnancy15To17Yr,rates_pregnancy18To19Yr,rate_pregnancy15To19Yr,count_birthMotherWhite,count_birthMotherAfricanAmerican,count_birthMotherAmericanIndian,count_birthMotherAsianPacificIslander,count_birthMotherOtherUnknown,count_birthMotherHispanic,count_birthMotherLeHighSchool,count_birthMotherHighSchoolGED,count_birthMotherSomeCollegeNoDegree,count_birthMotherAssociateDegree,count_birthMotherBachelorDegree,count_birthMotherGraduateDegree,count_birthToUnmarriedMothers,count_birthToForeignBornMothers,count_birthWithNoFatherDocumented,count_birthOnMedicaid,count_birthForMothersSmoked,percent_birthToUnmarriedMothers,percent_birthToForeignBornMothers,percent_birthWithNoFatherDocumented,percent_birthOnMedicaid,percent_birthForMothersSmoked,count_firstTrimesterPNC,count_adequacyPNCInadequate,count_adequacyPNCIntermediate,count_adequacyPNCAdequate,count_adequacyPNCIntensive,count_birthOutOfState,percent_firstTrimesterPNC,percent_adequacyPNCInadequate,percent_adequacyPNCIntermediate,percent_adequacyPNCAdequate,percent_adequacyPNCIntensive,percent_birthOutOfState,count_birthVaginal,count_birthVBAC,count_birthTotalCesarean,count_birthFirstTimeCesarean,count_birthRepeatCesarean,percent_birthVaginal,percent_birthVBAC,percent_birthTotalCesarean,percent_birthFirstTimeCesarean,percent_birthRepeatCesarean,count_birthSingleton,count_birthPreterm,percent_birthPreterm,count_birthLowBirthWeight,percent_birthLowBirthWeight,count_birthVeryLowBirthWeight,percent_birthVeryLowBirthWeight,count_crudeDeath,rate_crudeDeathOneHundredThousand,rate_ageAdjustedDeath,count_crudeDeathPrematureLe75Yrs,rate_ageAdjustedDeathPrematureLe75Yrs,count_crudeDeathLe1Yrs,count_crudeDeath1To4Yrs,count_crudeDeath5To9Yrs,count_crudeDeath10To14Yrs,count_crudeDeath15To19Yrs,count_crudeDeath20To34Yrs,count_crudeDeath35To49Yrs,count_crudeDeath50To64Yrs,count_crudeDeath65To79Yrs,count_crudeDeath80PlusYrs,rate_crudeDeathLe1Yrs,rate_crudeDeath1To4Yrs,rate_crudeDeath5To9Yrs,rate_crudeDeath10To14Yrs,rate_crudeDeath15To19Yrs,rate_crudeDeath20To34Yrs,rate_crudeDeath35To49Yrs,rate_crudeDeath50To64Yrs,rate_crudeDeath65To79Yrs,rate_crudeDeath80PlusYrs,count_crudeDeathCancer,count_crudeDeathHeartDisease,count_crudeDeathCOVID19,count_crudeDeathUnintentInjury,count_crudeDeathChonicLowerRespiratoryDisease,count_crudeDeathStroke,count_crudeDeathAlzheimer,count_crudeDeathDiabetes,count_crudeDeathInfluenzaPneumonia,count_crudeDeathSuicide,count_crudeDeathNephritis,count_crudeDeathParkinson,count_crudeDeathChronicLiverDisease,count_crudeDeathHypertension,rate_crudeDeathCancer,rate_crudeDeathHeartDisease,rate_crudeDeathRateCOVID19,rate_crudeDeathUnintentInjury,rate_crudeDeathAlzheimer,rate_crudeDeathChonicLowerRespiratoryDisease,rate_crudeDeathStroke,rate_crudeDeathDiabetes,rate_crudeDeathSuicide,rate_crudeDeathInfluenzaPneumonia,rate_crudeDeathParkinson,rate_crudeDeathChronicLiverDisease,rate_crudeDeathChronicHypertension
27007,Beltrami,2019,671,71.7,14.2,405,8.6,5.6,713,76.2,39,4.2,3,NA,217,0.323,81,0.121,21,0.046,14,32,46,15,35,50,NA,38.3,27.1,NA,41.9,29.4,400,4,257,2,2,6,48,146,53,64,114,44,374,11,217,435,147,0.557,NA,0.323,0.648,0.219,498,111,82,310,137,31,0.742,0.165,0.122,0.462,0.204,0.046,473,12,186,,,0.705,NA,0.277,,,649,63,0.097,37,0.057,7,NA,405,858.3,738.6,192,377.4,5,1,1,0,4,28,28,70,96,172,NA,NA,NA,NA,NA,271.4,376.9,865.5,1660.6,8634.5,79,62,,33,16,18,23,9,2,14,,3,,,167.4,131.4,,69.9,48.7,NA,NA,NA,NA,NA,NA,,
27007,Beltrami,2018,641,69.4,13.7,431,9.2,4.5,685,74.2,38,4.1,6,NA,193,0.301,75,0.117,24,0.054,16,39,55,17,40,57,NA,43.1,31.8,NA,44.2,32.9,332,6,281,8,2,12,27,177,7,80,84,38,389,14,244,455,129,0.607,NA,0.381,0.71,0.201,477,120,53,327,113,22,0.744,0.187,0.083,0.51,0.176,0.034,452,22,167,,,0.705,0.034,0.261,,,629,56,0.089,41,0.065,6,NA,431,920,776.4,196,376.8,8,1,0,0,2,21,27,63,105,204,NA,NA,NA,NA,NA,202.8,378.1,770.5,1955.3,10914.9,79,73,,32,22,28,17,14,14,4,,1,,,168.6,155.8,,68.3,NA,47,59.8,NA,NA,NA,NA,,
27007,Beltrami,2016,682,74.6,14.8,389,9,5.7,720,78.8,36,3.9,,,,,,0.113,,0.034,,,,,,,19.4,42.9,31.3,20.6,49.3,35.1,,,,,,,,,,,,,,,,,,0.562,0.02,0.34,,0.25,,,,,,,,,,,,,,,,,,,,0.265,0.126,0.139,,62,0.094,36,0.055,,,389,843.7,740.7,172,354.4,,,,,,,,,,,,,,,,,,,,,74,76,,19,20,13,19,15,,8,,6,5,,,,,,,,,,,,,,
27007,Beltrami,2015,671,74.3,14.7,413,9,5.6,713,79,39,4.3,,,,,,0.109,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,,0.364,,0.261,,,,,,,,,,,,,,,,,,,,0.305,0.128,0.177,,71,0.116,37,0.057,,,413,904.3,797.1,190,377,,,,,,,,,,,,,,,,,,,,,92,67,,25,24,18,20,9,11,8,10,,,,,,,,,,,,,,,,
27009,Benton,2019,523,64.3,12.8,393,9.6,3.2,579,71.1,55,6.8,1,NA,178,0.34,34,0.065,5,NA,1,13,14,3,17,20,NA,NA,NA,NA,NA,15.9,448,58,2,7,0,8,21,76,69,89,117,40,178,49,46,253,76,0.34,0.094,0.088,0.484,0.145,459,41,22,270,187,2,0.878,0.078,0.042,0.516,0.358,NA,358,12,153,,,0.685,NA,0.293,,,507,50,0.099,25,0.049,2,NA,393,961.1,784,128,260.7,2,0,0,0,0,7,6,58,90,230,NA,NA,NA,NA,NA,NA,NA,783.8,2172.3,13411.1,81,63,,16,19,21,30,14,3,5,,10,,,198.1,154.1,,NA,73.4,NA,51.4,NA,NA,NA,NA,,
27009,Benton,2020,486,59.5,11.9,488,11.9,0,536,65.6,47,5.8,3,NA,161,0.331,36,0.074,2,NA,0,12,12,0,14,14,NA,NA,NA,NA,NA,NA,404,58,0,7,2,15,29,106,88,96,111,55,169,51,45,*,59,0.348,0.105,0.093,*,0.121,389,41,62,239,138,2,0.8,0.084,0.128,0.492,0.284,NA,327,14,145,,,0.673,NA,0.298,,,467,34,0.073,24,0.051,2,NA,488,1191.5,1008.4,155,332.2,4,0,0,0,2,3,22,59,122,276,NA,NA,NA,NA,NA,NA,269.7,802.1,2877.4,16586.5,75,59,72,24,26,24,28,20,,,,,2,2,183.1,144.1,175.8,58.6,68.4,63.5,58.6,48.8,,,,NA,NA
27009,Benton,2017,528,66.5,13.2,367,9.2,4,623,78.5,89,11.2,6,NA,165,0.313,30,0.057,19,NA,2,11,13,3,20,23,NA,NA,NA,NA,52.9,19.6,458,41,7,7,0,15,17,65,74,85,136,34,185,43,58,254,82,0.35,0.081,0.11,0.481,0.155,412,54,27,263,183,0,0.78,0.102,0.051,0.498,0.347,NA,362,14,152,95,57,0.686,NA,0.288,0.18,0.108,503,43,0.085,28,0.056,6,NA,367,918.9,782.3,124,277.5,6,1,0,0,0,7,13,56,69,215,NA,NA,NA,NA,NA,NA,NA,766.5,1792.2,13166,62,66,,20,13,19,33,8,5,10,,10,,,155.2,165.3,,50.1,82.6,NA,NA,NA,NA,NA,NA,,
27009,Benton,2015,584,74.6,14.7,361,9.1,5.6,648,82.8,63,8.1,,,,,,0.045,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348,,0.115,,0.177,,,,,,,,,,,,,,,,,,,,0.303,0.166,0.137,,57,0.104,22,0.039,,,361,909.1,747.1,125,286.3,,,,,,,,,,,,,,,,,,,,,67,61,,27,13,21,35,14,2,5,6,,,,,,,,,,,,,,,,
27009,Benton,2016,612,78.5,15.3,350,9.1,6.2,685,87.8,68,8.7,,,,,,0.067,,0.035,,,,,,,3.6,27,11.6,5.3,38.8,16.9,,,,,,,,,,,,,,,,,,0.324,0.11,0.11,,0.18,,,,,,,,,,,,,,,,,,,,0.23,0.111,0.119,,44,0.074,31,0.052,,,350,875.2,700.2,121,261,,,,,,,,,,,,,,,,,,,,,69,51,,23,18,21,33,10,,6,,10,3,,,,,,,,,,,,,,
27009,Benton,2018,558,68.6,13.8,393,9.7,4.1,633,77.8,73,9,2,NA,191,0.342,43,0.077,4,NA,0,10,10,2,14,16,NA,NA,NA,NA,NA,NA,479,57,3,7,0,12,22,91,67,106,126,50,187,57,56,249,75,0.335,0.102,0.1,0.446,0.134,466,37,26,290,204,1,0.835,0.066,0.047,0.52,0.366,NA,387,11,160,,,0.694,NA,0.287,,,530,40,0.075,19,NA,7,NA,393,969.3,837.1,133,295.8,5,1,0,0,1,7,18,51,95,215,NA,NA,NA,NA,NA,NA,NA,698.1,2467.5,13166,65,65,,24,21,19,25,19,5,5,,8,,,160.3,160.3,,59.2,61.7,51.8,NA,NA,NA,NA,NA,,
27011,Big Stone,2016,55,78,10.9,69,15.5,-4.6,56,79.4,,,,,,,,0.036,,0.024,,,,,,,0,16.7,5.3,0,16.7,5.3,,,,,,,,,,,,,,,,,,0.255,0.04,0.06,,0.11,,,,,,,,,,,,,,,,,,,,0.363,0.145,0.218,,3,0.055,3,0.055,,,69,1366.3,642.4,17,NA,,,,,,,,,,,,,,,,,,,,,12,16,,1,2,5,2,1,,3,,1,2,,,,,,,,,,,,,,
27011,Big Stone,2015,55,80.4,10.9,78,15.5,-4.6,55,80.4,,,,,,,,0.073,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,,0.036,,0.148,,,,,,,,,,,,,,,,,,,,0.291,0.164,0.127,,8,0.151,3,0.055,,,78,1547.6,760.9,27,370.9,,,,,,,,,,,,,,,,,,,,,18,16,,7,3,4,1,3,3,0,1,,,,,,,,,,,,,,,,
27011,Big Stone,2017,64,92.2,12.7,79,15.7,-3,70,100.9,3,NA,3,NA,24,0.375,0,NA,2,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,60,0,0,1,0,3,9,8,6,10,12,4,21,4,8,31,9,0.328,NA,NA,0.484,NA,38,3,3,21,15,22,0.594,NA,NA,0.328,NA,0.344,40,1,23,11,12,0.625,NA,0.359,NA,NA,58,6,NA,3,NA,0,NA,79,1571.8,621,12,140.9,0,0,0,0,0,0,0,6,14,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,12882.1,20,20,,5,4,4,3,2,3,0,,2,,,397.9,397.9,,NA,NA,NA,NA,NA,NA,NA,NA,,
27011,Big Stone,2018,70,101.2,14,76,15.2,-1.2,72,104,1,NA,1,NA,32,0.457,5,NA,0,NA,0,2,2,0,2,2,NA,NA,NA,NA,NA,NA,66,1,0,0,0,3,10,7,8,14,12,7,18,2,4,27,7,NA,NA,NA,0.386,NA,48,6,2,26,22,14,0.686,NA,NA,0.371,0.314,NA,45,0,25,,,0.643,NA,0.357,,,66,3,NA,5,NA,1,NA,76,1523.4,676.8,17,243.4,0,0,0,0,0,1,1,5,17,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,11353.7,10,26,,2,4,8,3,3,1,0,,0,,,NA,521.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
27011,Big Stone,2019,69,100.4,13.8,88,17.6,-3.8,73,106.3,4,NA,0,NA,20,0.29,0,NA,1,NA,0,3,3,0,3,3,NA,NA,NA,NA,NA,NA,64,1,1,0,0,3,6,8,9,12,16,6,17,3,4,30,6,NA,NA,NA,0.435,NA,44,2,1,34,13,19,0.638,NA,NA,0.493,NA,NA,49,1,19,,,0.71,NA,NA,,,63,3,NA,3,NA,0,NA,88,1763.2,757.1,23,275.4,0,0,0,0,0,0,1,7,26,54,NA,NA,NA,NA,NA,NA,NA,NA,2957.9,11739.1,21,18,,6,4,5,2,2,1,0,,1,,,420.8,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
27011,Big Stone,2020,56,80.1,11.4,79,16,-4.7,59,84.4,2,NA,1,NA,16,NA,4,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,54,0,1,0,0,1,8,11,7,14,11,5,13,1,3,*,7,NA,NA,NA,*,NA,38,3,1,28,11,12,0.679,NA,NA,0.5,NA,NA,38,0,18,,,0.679,NA,NA,,,52,4,NA,2,NA,0,NA,79,1604.7,705.3,22,281.5,0,0,0,0,0,2,0,9,16,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,11738.1,15,23,5,6,4,4,7,2,,,,,1,1,NA,467.2,NA,NA,NA,NA,NA,NA,,,,NA,NA
27013,Blue Earth,2017,692,43.2,10.3,499,7.5,2.9,807,50.4,114,7.1,1,NA,276,0.399,38,0.055,3,NA,4,21,25,7,24,31,NA,10.4,8.2,NA,11.9,10.2,571,65,5,22,3,26,33,65,93,79,187,95,235,79,97,318,59,0.34,0.114,0.14,0.46,0.085,601,55,26,247,353,0,0.868,0.079,0.038,0.357,0.51,NA,477,7,208,126,82,0.689,NA,0.301,0.182,0.118,664,41,0.062,27,0.041,4,NA,499,745.1,665.4,169,237.8,0,0,0,0,2,9,11,73,119,285,NA,NA,NA,NA,NA,NA,NA,687.8,1846.1,11111.1,104,105,,17,32,34,37,14,14,5,,10,,,155.3,156.8,,NA,55.2,47.8,50.8,NA,NA,NA,NA,,
27013,Blue Earth,2018,734,45.4,10.9,516,7.7,3.2,842,52,101,6.2,7,NA,258,0.351,46,0.063,7,NA,3,14,17,5,25,30,NA,NA,NA,NA,12.7,10,612,62,3,25,2,30,31,57,99,121,208,90,228,72,89,308,59,0.311,0.098,0.121,0.42,0.08,627,54,31,286,358,0,0.854,0.074,0.042,0.39,0.488,NA,524,4,206,,,0.714,NA,0.281,,,717,43,0.06,36,0.05,5,NA,516,765.3,678.9,184,253.3,6,0,0,1,2,15,13,67,138,274,NA,NA,NA,NA,NA,NA,NA,631.3,2140.9,10682.3,109,112,,25,24,19,39,11,9,11,,7,,,161.7,166.1,,37.1,57.8,35.6,NA,NA,NA,NA,NA,,
27013,Blue Earth,2020,701,42.6,10.3,536,7.9,2.4,803,48.8,99,6,3,NA,265,0.378,49,0.07,13,NA,3,15,18,6,17,23,NA,NA,NA,NA,NA,7.5,563,72,3,30,0,33,69,95,137,99,204,94,225,90,78,*,62,0.321,0.128,0.111,*,0.088,571,69,75,303,246,0,0.815,0.098,0.107,0.432,0.351,NA,477,13,211,,,0.68,NA,0.301,,,685,51,0.074,35,0.051,6,NA,536,785.5,705.8,189,261.1,1,3,0,0,1,14,23,60,152,282,NA,NA,NA,NA,NA,NA,211,589.3,2050.7,10661.6,97,104,27,30,28,20,25,12,,,,,7,9,142.1,152.4,39.6,44,36.6,41,29.3,NA,,,,NA,NA
27013,Blue Earth,2019,727,45,10.7,491,7.3,3.5,815,50.5,81,5,7,NA,295,0.406,34,0.047,12,NA,1,15,16,2,20,22,NA,NA,NA,NA,10.3,7.4,593,75,5,19,0,35,37,68,101,81,203,91,239,74,88,335,62,0.329,0.102,0.121,0.461,0.085,617,64,44,270,340,1,0.849,0.088,0.061,0.371,0.468,NA,486,4,237,,,0.669,NA,0.326,,,693,57,0.082,40,0.058,7,NA,491,725.8,658.9,181,267.5,5,1,0,0,0,7,27,70,122,259,NA,NA,NA,NA,NA,NA,253.2,671.5,1750.1,9751.5,100,96,,31,17,23,24,21,10,8,,6,,,147.8,141.9,,45.8,35.5,NA,34,31,NA,NA,NA,,
27013,Blue Earth,2016,747,47.4,11.2,528,7,4.2,854,54.2,101,6.4,,,,,,0.04,,0.018,,,,,,,5.3,8,7.1,7.9,15.5,12.9,,,,,,,,,,,,,,,,,,0.323,0.09,0.13,,0.1,,,,,,,,,,,,,,,,,,,,0.256,0.146,0.11,,45,0.062,29,0.04,,,528,794.7,694.4,199,294.8,,,,,,,,,,,,,,,,,,,,,111,91,,32,19,31,35,15,,16,,11,6,,,,,,,,,,,,,,
27013,Blue Earth,2015,742,47.5,11.3,463,7,4.2,884,56.6,134,8.6,,,,,,0.063,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327,,0.132,,0.104,,,,,,,,,,,,,,,,,,,,0.249,0.13,0.119,,57,0.089,40,0.056,,,463,703.8,627.3,168,250.9,,,,,,,,,,,,,,,,,,,,,88,80,,24,21,20,31,13,4,12,12,,,,,,,,,,,,,,,,
27015,Brown,2015,301,70.7,11.9,269,10.6,1.3,324,76.1,18,,,,,,,0.056,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319,,0.12,,0.13,,,,,,,,,,,,,,,,,,,,0.322,0.156,0.166,,19,0.067,7,0.024,,,269,1062.7,600.4,70,212,,,,,,,,,,,,,,,,,,,,,67,54,,6,10,20,11,10,4,1,5,,,,,,,,,,,,,,,,
27015,Brown,2016,279,65.3,11,279,10.6,0.4,296,69.3,17,,,,,,,0.039,,0.005,,,,,,,10.7,21.6,15.3,10.7,24.5,16.5,,,,,,,,,,,,,,,,,,0.341,0.03,0.07,,0.1,,,,,,,,,,,,,,,,,,,,0.287,0.133,0.154,,14,0.053,15,0.057,,,279,1101.4,595.9,66,186,,,,,,,,,,,,,,,,,,,,,63,47,,11,13,18,7,8,,3,,6,0,,,,,,,,,,,,,,
27015,Brown,2017,274,64.5,10.9,302,12,-1.1,287,67.6,13,NA,0,NA,97,0.354,15,NA,2,NA,3,9,12,3,9,12,NA,NA,NA,NA,NA,NA,251,1,0,3,0,19,8,24,46,44,70,27,90,9,21,127,37,0.328,NA,0.077,0.464,0.135,240,18,19,171,61,0,0.876,NA,NA,0.624,0.223,NA,182,4,88,46,42,0.664,NA,0.321,0.168,0.153,262,23,0.088,12,NA,2,NA,302,1198.7,698.9,80,260.4,2,0,0,1,3,5,10,23,73,185,NA,NA,NA,NA,NA,NA,NA,426,2109.2,10601.7,62,55,,15,15,21,11,6,4,5,,3,,,246.1,218.3,,NA,NA,NA,83.4,NA,NA,NA,NA,,
27015,Brown,2019,227,53,9.1,307,12.3,-3.2,248,57.8,17,NA,4,NA,82,0.361,8,NA,4,NA,0,7,7,1,10,11,NA,NA,NA,NA,NA,NA,203,1,1,2,0,20,4,21,39,33,56,26,70,7,24,96,28,0.308,NA,0.106,0.423,0.123,196,14,18,142,52,0,0.863,NA,NA,0.626,0.229,NA,161,2,64,,,0.709,NA,0.282,,,223,19,NA,11,NA,4,NA,307,1227.6,706.9,82,255.4,2,0,1,1,1,3,10,25,80,184,NA,NA,NA,NA,NA,NA,NA,485.5,2190.6,10932.9,75,38,,10,10,11,19,9,5,6,,7,,,299.9,152,,NA,NA,NA,NA,NA,NA,NA,NA,,
27015,Brown,2018,290,67.9,11.5,295,11.7,-0.2,305,71.4,14,NA,1,NA,85,0.293,12,NA,4,NA,1,10,11,1,10,11,NA,NA,NA,NA,NA,NA,263,3,0,1,0,23,6,32,45,49,86,22,87,9,15,134,24,0.3,NA,NA,0.462,0.083,248,22,25,180,62,1,0.855,0.076,0.086,0.621,0.214,NA,191,1,98,,,0.659,NA,0.338,,,283,13,NA,13,NA,2,NA,295,1174.8,679.2,93,289.9,3,0,1,0,2,4,7,33,67,178,NA,NA,NA,NA,NA,NA,NA,611.2,1935.9,10200.6,62,53,,15,15,13,16,13,6,5,,5,,,246.9,211.1,,NA,NA,NA,NA,NA,NA,NA,NA,,
27015,Brown,2020,260,60.9,10.5,325,13.1,-2.6,276,64.6,15,NA,1,NA,79,0.304,17,NA,3,NA,3,6,9,3,8,11,NA,NA,NA,NA,NA,NA,233,4,0,1,0,22,15,43,52,34,87,29,79,10,19,*,28,0.304,NA,NA,*,0.108,224,13,28,166,52,0,0.862,NA,0.108,0.638,0.2,NA,156,2,102,,,0.6,NA,0.392,,,247,14,NA,11,NA,0,NA,325,1308.1,716.9,95,273.5,0,0,1,0,0,1,9,24,86,204,NA,NA,NA,NA,NA,NA,NA,483.5,2272.7,12208.3,70,65,30,5,14,18,12,9,,,,,1,2,281.7,261.6,120.7,NA,NA,NA,NA,NA,,,,NA,NA
27017,Carlton,2019,387,66,10.8,373,10.4,0.4,419,71.4,32,5.5,0,NA,149,0.385,16,NA,5,NA,2,8,10,3,8,11,NA,NA,NA,NA,NA,NA,332,2,43,3,1,6,14,31,65,58,90,47,132,9,41,170,41,0.341,NA,0.106,0.439,0.106,345,35,39,219,92,2,0.891,0.09,0.101,0.566,0.238,NA,264,11,112,,,0.682,NA,0.289,,,375,29,0.077,20,0.053,6,NA,373,1039.8,768.3,139,286.9,1,0,1,0,2,7,10,54,99,199,NA,NA,NA,NA,NA,NA,NA,704.8,2134.5,12246.2,66,89,,19,12,23,20,12,5,4,,1,,,184,248.1,,NA,55.8,NA,64.1,NA,NA,NA,NA,,
27017,Carlton,2015,366,63.7,10.3,391,11,-0.7,406,70.7,40,7,,,,,,0.047,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,0.126,,0.183,,,,,,,,,,,,,,,,,,,,0.289,0.172,0.117,,23,0.071,10,0.028,,,391,1099.3,855.5,152,340.7,,,,,,,,,,,,,,,,,,,,,93,82,,21,26,18,9,18,8,3,6,,,,,,,,,,,,,,,,
27017,Carlton,2016,348,60.5,9.7,381,11,-1.3,387,67.2,36,6.3,,,,,,0.034,,0.024,,,,,,,6,47.5,19.3,8,57,23.7,,,,,,,,,,,,,,,,,,0.392,0.04,0.11,,0.15,,,,,,,,,,,,,,,,,,,,0.239,0.147,0.092,,24,0.072,15,0.045,,,381,1066.1,816.7,137,299.5,,,,,,,,,,,,,,,,,,,,,84,94,,20,20,13,11,12,,6,,9,9,,,,,,,,,,,,,,
27017,Carlton,2020,351,60.5,9.8,428,12,-2.2,385,66.4,33,5.7,1,NA,129,0.368,20,0.057,4,NA,2,12,14,3,21,24,NA,NA,NA,NA,62.3,23.2,298,2,43,1,2,5,22,66,69,75,82,34,128,6,36,*,48,0.365,NA,0.103,*,0.137,302,28,55,195,71,0,0.86,0.08,0.157,0.556,0.202,NA,257,12,82,,,0.732,NA,0.234,,,340,21,0.062,14,NA,2,NA,428,1196.6,894.7,148,308.1,2,1,0,0,1,7,12,51,127,227,NA,NA,NA,NA,NA,NA,NA,680.5,2610.5,13977.8,68,76,41,20,25,21,17,16,,,,,6,12,190.1,212.5,114.6,55.9,NA,69.9,58.7,NA,,,,NA,NA
27017,Carlton,2017,368,64.3,10.4,366,10.3,0.1,409,71.5,38,6.6,3,NA,113,0.307,15,NA,6,NA,5,16,21,6,18,24,NA,NA,21.5,NA,NA,24.5,315,2,44,0,3,4,8,23,71,54,96,34,146,5,60,179,53,0.397,NA,0.163,0.486,0.144,319,26,46,202,84,4,0.867,0.071,0.125,0.549,0.228,NA,264,7,97,55,42,0.717,NA,0.264,0.149,0.114,356,24,0.067,16,NA,1,NA,366,1031,778.1,144,308.7,0,0,0,2,0,10,11,52,105,186,NA,NA,NA,NA,NA,NA,NA,679.3,2371.8,11517,63,74,,18,26,21,7,20,5,8,,4,,,177.5,208.5,,NA,NA,73.2,59.2,56.3,NA,NA,NA,,
27017,Carlton,2018,358,61.4,10,386,10.8,-0.8,390,66.9,29,5,3,NA,136,0.38,21,0.059,5,NA,4,14,18,6,16,22,NA,NA,NA,NA,NA,21.8,310,2,39,4,0,3,9,35,55,65,81,34,132,7,30,160,48,0.369,NA,0.084,0.447,0.134,310,29,20,221,83,2,0.866,0.081,0.056,0.617,0.232,NA,258,9,91,,,0.721,NA,0.254,,,348,25,0.072,10,NA,2,NA,386,1077.1,811.6,145,306.5,1,0,0,0,1,8,14,61,100,201,NA,NA,NA,NA,NA,NA,NA,796.9,2258.9,12445.8,74,67,,29,30,17,16,13,8,4,,3,,,206.5,187,,80.9,NA,83.7,NA,NA,NA,NA,NA,,
27019,Carver,2019,1162,58.2,11.1,571,5.4,5.6,1264,63.4,98,4.9,4,NA,411,0.354,41,0.035,7,NA,5,15,20,9,18,27,NA,NA,5.3,NA,NA,7.1,1004,40,1,50,5,62,29,59,117,100,500,254,161,133,59,217,22,0.139,0.114,0.051,0.187,0.019,979,79,107,559,410,0,0.843,0.068,0.092,0.481,0.353,NA,832,10,319,,,0.716,NA,0.275,,,1113,55,0.049,35,0.031,4,NA,571,543.3,555,209,171.8,4,1,0,0,2,17,22,78,152,295,NA,NA,NA,NA,NA,NA,97.7,354.2,1494.2,9587.3,127,87,,28,24,26,21,19,7,11,,12,,,120.8,82.8,,26.6,20,22.8,24.7,NA,NA,NA,NA,,
27019,Carver,2020,1073,53.1,10.1,616,5.8,4.3,1139,56.4,66,3.3,0,NA,385,0.359,38,0.035,8,NA,1,10,11,2,16,18,NA,NA,NA,NA,NA,NA,927,33,0,49,1,63,39,106,144,104,465,211,187,121,54,*,30,0.174,0.113,0.05,*,0.028,901,102,147,545,257,2,0.84,0.095,0.137,0.508,0.24,NA,765,12,295,,,0.713,NA,0.275,,,1043,57,0.055,36,0.035,2,NA,616,578.1,580.5,222,172.1,2,1,0,0,1,11,23,87,169,322,NA,NA,NA,NA,NA,NA,101.1,392.5,1530.9,10084.6,138,97,36,40,18,24,17,16,,,,,7,9,129.5,91,33.8,37.5,NA,NA,22.5,NA,,,,NA,NA
27019,Carver,2018,1148,58.3,11.1,545,5.3,5.8,1243,63.1,88,4.5,7,NA,410,0.357,54,0.047,8,NA,5,9,14,5,20,25,NA,NA,NA,NA,15.9,6.7,1003,41,3,46,3,52,24,71,118,123,454,251,174,117,57,231,32,0.152,0.102,0.05,0.201,0.028,906,90,90,536,416,3,0.789,0.078,0.078,0.467,0.362,NA,795,17,336,,,0.693,NA,0.293,,,1099,91,0.083,52,0.047,10,NA,545,526.3,549.4,203,169.4,4,0,1,1,2,8,24,87,139,279,NA,NA,NA,NA,NA,NA,108.9,406.4,1563.9,9886.6,135,97,,30,20,30,24,16,11,8,,10,,,130.4,93.7,,29,23.2,19.3,29,NA,NA,NA,NA,,
27019,Carver,2017,1170,60.3,11.5,514,5,6.4,1268,65.3,87,4.5,11,NA,446,0.381,45,0.038,11,NA,2,10,12,7,13,20,NA,NA,NA,NA,NA,5.4,990,41,0,67,13,59,26,86,112,103,479,248,185,155,57,263,34,0.158,0.132,0.049,0.225,0.029,957,90,117,549,399,2,0.818,0.077,0.1,0.469,0.341,NA,832,15,323,218,105,0.711,NA,0.276,0.186,0.09,1123,73,0.065,54,0.048,7,NA,514,503.3,545.4,189,166,4,0,1,0,2,15,22,66,126,278,NA,NA,NA,NA,NA,NA,99.8,308.3,1417.6,9851.2,115,88,,29,25,25,30,11,9,17,,10,,,112.6,86.2,,28.4,29.4,24.5,24.5,NA,NA,NA,NA,,
